,Name,Images,Series,Application,Construction,Thickness,Fire Rating,Sticking,Panel,Options
46,TS3240,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3240.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3240-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3240-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3240-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
47,TS3250,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3250.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3250-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3250-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3250-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
48,TS3260,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3260.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/rt/ts3260-rt.png', 'type': 'Radius-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3260-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts3260-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_rt/ts3260-cap-rt.png', 'type': 'Common Arch Pair with Radius-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3260-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3260-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
49,TS3270,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3270.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3270-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts3270-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3270-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3270-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
50,TS3280,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3280.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3280-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3280-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3280-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
51,TS3290,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3290.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3290-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3290-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3290-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
52,TS3300,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3300.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3300-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3300-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3300-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
53,TS3310,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3310.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts3310-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3310-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts3310-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts3310-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3310-bifold2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3310-bifold4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
54,TS3320,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3320.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts3320-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3320-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts3320-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts3320-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3320-bifold2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3320-bifold4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
55,TS3330,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3330.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3330-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts3330-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3330-bifold2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3330-bifold4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
56,TS3340,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts3340__2.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts3340_pair_1.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts3340_bifold2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts3340_bifold4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
57,TS4000,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4000.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4000-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4000-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4000-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
58,TS4010,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4010.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4010-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4010-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4010-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4010-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
59,TS4020,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4020.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4020-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4020-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4020-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4020-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
60,TS4030,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4030.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts4030-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4030-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4030-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts4030-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4030-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4030-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
61,TS4040,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4040.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts4040-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4040-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4040-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts4040-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4040-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4040-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
62,TS4050,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4050.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts4050-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4050-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4050-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts4050-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4050-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4050-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
63,TS4060,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4060.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4060-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4060-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4060-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
64,TS4070,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4070.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/rt/ts4070-rt.png', 'type': 'Radius-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4070-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4070-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_rt/ts4070-cap-rt.png', 'type': 'Common Arch Pair with Radius-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4070-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4070-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
65,TS4100,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4100.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4100-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4100-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4100-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
66,TS4110,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4110.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4110-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4110-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4110-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4110-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
67,TS4120,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4120.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4120-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4120-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4120-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4120-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
68,TS4130,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4130.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4130-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4130-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4130-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4130-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
69,TS4140,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4140.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4140-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4140-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4140-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
70,TS4150,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4150.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts4150-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4150-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4150-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts4150-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4150-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4150-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
71,TS4170,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/ts4170.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/ts4170-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/ts4170-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/ts4170-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/ts4170-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold2/ts4170-bf2.png', 'type': '2-Leaf Bi-Fold Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/bifold4/ts4170-bf4.png', 'type': '4-Leaf Bi-Fold Door'}]",TruStile (TS) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""","20,45,60,90","[u'OG', u'SS', u'OS', u'BV', u'QB', u'QR', u'CB', u'LP', u'BM', u'BBM', u'QM']","[u'A', u'B', u'C', u'D', u'E', u'F']","['Wood', 'Glass', 'Leather', 'Metal']"
