,Name,Images,Series,Application,Construction,Thickness,Fire Rating,Profiles Options,Other Options
21,FL400,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl400.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl400-pair.png', 'type': 'Pair of Doors'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
22,FL401,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl401.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl401-pair.png', 'type': 'Pair of Doors'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
23,FL410,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl410.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl410-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/fl410-cap.png', 'type': 'Common Arch Pair'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
24,FL411,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl411.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl411-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/fl411-cap.png', 'type': 'Common Arch Pair'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
25,FL420,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl420.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/fl420-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl420-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/fl420-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/fl420-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
26,FL421,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl421.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/at/fl421-at.png', 'type': 'Arch-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl421-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/fl421-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_at/fl421-cap-at.png', 'type': 'Common Arch Pair with Arch-Top'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
27,FL430,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl1430.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/rt/fl430-rt.png', 'type': 'Radius-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl430-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/fl430-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_rt/fl430-cap-rt.png', 'type': 'Common Arch Pair with Radius-Top'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
28,FL431,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl431.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/rt/fl431-rt.png', 'type': 'Radius-Top Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl431-pair.png', 'type': 'Pair of Doors'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap/fl431-cap.png', 'type': 'Common Arch Pair'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/cap_rt/fl431-cap-rt.png', 'type': 'Common Arch Pair with Radius-Top'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
29,FL440,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl440.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl440-pair.png', 'type': 'Pair of Doors'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
30,FL450,"[{'url': 'http://www.trustile.com/sites/trustile.com/files/doors/fl450.png', 'type': 'Single Door'}, {'url': 'http://www.trustile.com/sites/trustile.com/files/doors/pair/fl450-pair.png', 'type': 'Pair of Doors'}]",French Door (FL) Series,"Interior, Exterior","[u'TruStile MDF', u'TruStile Wood', u'TruStile Reserve Wood']","1-3/8"", 1-3/4"", 2-1/4""",,"['Roman Ogee (OG) Sash', 'Narrow Roman Ogee (OG) Sash', 'Cove & Bead (CB) Sash', 'Quarter Bead (QB) Sash', 'Quarter Round (QR) Sash', 'Bevel (BV) Sash', 'One Step (OS) Sash', 'Square Stick (SS) Sash', 'Applied Raised Moulding (ARM)']","['Wood', 'Glass']"
