collctions,collctions-href,details,details-href,image1-src,image2-src,finshihoptions-src,description1,description2,technical,productcodes
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/basel-lever","","","","","","","Modern Rectangular Rosette Style:
Passage Set - 5112
Privacy Set - 5212
Dummy, Pair - 5052"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/octagon-knob","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-euro","","http://emtek.com/products/multi_point/Config-5-BS-11-KIE.jpg","","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-tip-sets-for-steel-hinges","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/octagon-knob","","","","","","Technical Specifications",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","http://emtek.com/products/cabinet_pulls/CP_190_Carbon_Fiber_Black_CabinetPull_US26.jpg","","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","http://emtek.com/products/passage_privacy_levers/LV_46_Poseidon_US10B.jpg","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-euro","","","http://emtek.com/levers/LV_08_Athena_US19.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","","","","","","","5” C-to-C: 86379"
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-bauhaus-appliance-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-poseidon-lever","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","","http://emtek.com/rosettes/RO_13_Brass_Neos_US15.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-6","","","http://emtek.com/levers/LV_26_Hermes_US10B.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-towel-bar","","http://emtek.com/products/bath_hardware/BH_30_Stainless_Towel_18Bar_Beveled_SS.jpg","","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","","- Sold as complete set. Includes screws
- For pricing information, contact any EMTEK® dealer","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","http://emtek.com/products/cabinet_knobs/CK_08_Basin_CabinetKnob_US19.jpg","","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/residential-plain-312-58r-ss-hinge","","","","","","Technical Specification",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-athena-lever","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-ring","","","","","","Installation Manual",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-pull-plate","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","http://emtek.com/levers/LV_52_Sion_US26.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-euro","","","","","","Technical Specification",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-euro","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/stainless-steel-paper-holder-bar-style","","","http://emtek.com/rosettes/RO_08_SS_Disk.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-zeus-pull","","","","","","Supplied with:   
- Both 1/4""-20 Screws and #10-32 Screws  
- Adapter for #10-32 Thread   
- 2 Threaded Washers 
- 2 Decorative Caps 
- Two 2"" #10-32 Machine Screws",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","","- Can be ordered with any Stainless Steel Knob or Lever
- Sold as complete set. Includes Latch and Strike Plate
- For pricing information, contact any EMTEK® dealer","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/4-dutch-door-bolt","","","http://emtek.com/finishes/US7_Finish.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-catch","","","","","","","8802"
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","","","","Upgrade to CF Mechanism","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-orbit-pull","","","","","","Technical Specifications",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-spindle-appliance-pull","","","http://emtek.com/finishes/US7_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","","","","Installation Manual

Technical Specification","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-concord-nonkeyed","","","http://emtek.com/levers/LV_07_Athena_SS.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","","- Can be ordered with any Stainless Steel Knob or Lever
- Sold as complete set. Includes Latch and Strike Plate
- For pricing information, contact any EMTEK® dealer","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/bern-knob","","","","","","","Disk Rosette Style:
Passage Set - 5109 
Privacy Set - 5209 
Dummy, Pair - 5059"
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","","","","","","","8” C-to-C: 86381"
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-418","","","http://emtek.com/levers/LV_26_Hermes_US10B.jpg","","","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-ring-knob","http://emtek.com/products/cabinet_knobs/CK_43_Brass_Ring_CabinetKnob_US10B.jpg","","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/carbon-fiber-black-bar-pull","","","","","","","16” C-to-C: 86384"
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/trinityappliancepull","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","","http://emtek.com/rosettes/RO_12_Brass_Modern_US26.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","http://emtek.com/products/passage_privacy_levers/LV_26_Hermes_Round_US10B.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/orb-knob","","","http://emtek.com/finishes/US19_Finish.jpg","","","",""
"Bath Hardware","http://emtek.com/bath-hardware","","http://emtek.com/Bath-Hardware/modern-brass-towel-bar","","","","","","Technical Specification",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-square-crystal","","","","","","Technical Specifications",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-hermes-lever","","","","","","","Modern Rectangular Rosette Style:
Passage Set - 5112
Privacy Set - 5212
Dummy, Pair - 5052"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-pull-plate","","","","","","","How to order:
- To form an item number, combine Product Code and Finish. For Example: 86437US15"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-wilshire-pull","","","","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","","","","","Passage/Single Keyed: 9442"
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/brass-cone-knob","http://emtek.com/products/cabinet_knobs/CK_16_Brass_Cone_CabinetKnob_US10B.jpg","","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","","http://emtek.com/rosettes/RO_12_Brass_Modern_US26.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-nonkeyed","","","http://emtek.com/finishes/StainlessSteel.jpg","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-trail-pull","","","http://emtek.com/finishes/US14_Finish.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/brass-bauhaus-appliance-pull","http://emtek.com/products/cabinet_appliance_pulls/CA_01_Brass_Bauhaus_Appliance_US19.jpg","","","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-6","","","http://emtek.com/levers/LV_25_Hercules_US26.jpg","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/alexanderappliancepull","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-euro","","","","","","","Some retrofitting may be necessary. Please contact Emtek®'s customer service to confirm product model."
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/11-stainless-steel-stretto-keyed","","","http://emtek.com/levers/LV_07_Athena_SS.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-stuttgart-lever","","","http://emtek.com/finishes/US15_Finish.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-keyed-418","","","http://emtek.com/finishes/US4_Finish.jpg","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull-plate","","","","- May be used separately or with pull plates
- For pricing information, contact any EMTEK® dealer","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","","","","","Dummy Pair: 9042"
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/ball-catch","http://emtek.com/products/door_accessories/DA_19_Ball_Catch_US26.jpg","","","","","",""
"Cabinet Appliance Pulls","http://emtek.com/cabinet-appliance-pulls","","http://emtek.com/Cabinet-Appliance-Pulls/sandcast-bronze-rail-bronze-appliance-pull","","","","","","Technical Specifications",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-358","","","","","","","Some retrofitting may be necessary. Please contact Emtek®'s customer service to confirm product model."
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/casement-latch","","","http://emtek.com/finishes/US7_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","","","","","Neos Rosette Style:
 Passage Set - 5111
 Privacy Set - 5211
 Dummy, Pair - 5051"
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-baden-pull","","http://emtek.com/products/door_pulls/DP_38_Baden_DoorPull_US10B.jpg","","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","","","Disk Rosette Style:
 Passage Set - 5109
 Privacy Set - 5209
 Dummy, Pair - 5059","",""
"Cabinet Knobs","http://emtek.com/cabinet-knobs","","http://emtek.com/Cabinet-Knobs/basin-knob","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/modern-providence-crystal-knob","","","http://emtek.com/rosettes/RO_09_Brass_Disk_US10B.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/aireon-lever","","","","","","Lever Width: 4-1/2""
Projection: 2""
Clearance Between the Back of the Lever to the Door Surface: 1/2""",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/brass-knoxville-pull","","","http://emtek.com/finishes/US10B_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/brass-stuttgart-lever","","","http://emtek.com/rosettes/RO_21_Brass_Square_US15.jpg","","","",""
"Door Accessories","http://emtek.com/door-accessories","","http://emtek.com/Door-Accessories/door-bell-contemporary","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Sideplate Locks","http://emtek.com/sideplate-locks","","http://emtek.com/Sideplate-Locks/10-stainless-steel-stretto-keyed","","","http://emtek.com/levers/LV_30_Hercules_SS.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-11-nonkey-euro","","","http://emtek.com/levers/LV_37_Mercury_US26.jpg","","","",""
"Multi Point Lock Trim","http://emtek.com/multi-point-lock-trim","","http://emtek.com/Multi-Point-Lock-Trim/modern-style-10-keyed-6","","","http://emtek.com/levers/LV_56_Triton_US15.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-plain-312-sq-ss-hinge","","http://emtek.com/products/door_hinges/SS_Hinge_312_Square.jpg","","","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-orbit-pull","","","http://emtek.com/finishes/US26_Finish.jpg","","","",""
"Passage / Privacy Levers","http://emtek.com/passage-privacy-levers","","http://emtek.com/Passage-Privacy-Levers/geneva-lever","","","http://emtek.com/rosettes/Modern_Rectangular_US10B.jpg","","","",""
"Hinges","http://emtek.com/door-hinges","","http://emtek.com/Door-Hinges/hd-ball-312-58r-ss-hinges","","http://emtek.com/products/door_hinges/SS_BALL_Hinge_312_58Radius.jpg","","","","",""
"Passage / Privacy Knobs","http://emtek.com/passage-privacy-knobs","","http://emtek.com/Passage-Privacy-Knobs/round-knob","","http://emtek.com/products/passage_privacy_knobs/KB_43_Round_Square_US15.jpg","","","","",""
"Door Pulls","http://emtek.com/door-pulls","","http://emtek.com/Door-Pulls/modern-pull-plate","","","","- May be used separately or with pull plates
- For pricing information, contact any EMTEK® dealer","","",""
"Cabinet Pulls","http://emtek.com/cabinet-pulls","","http://emtek.com/Cabinet-Pulls/brass-orbit-pull","","","","","","","3"" C-to-C: 86256 
3-1/2"" C-to-C: 86257 
4"" C-to-C: 86258 
6"" C-to-C: 86259 
10"" C-to-C: 86260"
